q,p,exact_width,envelope
0.5,0.18064,0.16481923791233397,0.25
0.5,0.183135,0.1662929544960693,0.25
0.5,0.18563,0.16774998164053687,0.25
0.5,0.188125,0.16919046697986456,0.25
0.5,0.19061999999999998,0.17061455575727638,0.25
0.5,0.19311499999999998,0.1720223908656762,0.25
0.5,0.19560999999999998,0.17341411288732986,0.25
0.5,0.19810499999999998,0.17478986013266848,0.25
0.5,0.2006,0.17614976867823356,0.25
0.5,0.203095,0.1774939724037859,0.25
0.5,0.20559,0.17882260302859754,0.25
0.5,0.208085,0.18013579014694747,0.25
0.5,0.21058,0.18143366126283958,0.25
0.5,0.213075,0.18271634182396185,0.25
0.5,0.21556999999999998,0.18398395525490435,0.25
0.5,0.21806499999999998,0.18523662298965524,0.25
0.5,0.22055999999999998,0.18647446450338953,0.25
0.5,0.22305499999999998,0.18769759734356883,0.25
0.5,0.22554999999999997,0.18890613716036828,0.25
0.5,0.228045,0.19010019773644554,0.25
0.5,0.23054,0.19127989101606724,0.25
0.5,0.233035,0.19244532713360926,0.25
0.5,0.23553,0.19359661444144272,0.25
0.5,0.238025,0.19473385953722175,0.25
0.5,0.24051999999999998,0.19585716729058628,0.25
0.5,0.24301499999999998,0.19696664086929228,0.25
0.5,0.24550999999999998,0.19806238176478355,0.25
0.5,0.24800499999999998,0.1991444898172168,0.25
0.5,0.25049999999999994,0.2002130632399529,0.25
0.5,0.25299499999999997,0.2012681986435252,0.25
0.5,0.25549,0.20230999105909792,0.25
0.5,0.25798499999999996,0.20333853396142457,0.25
0.5,0.26048,0.20435391929131821,0.25
0.5,0.26297499999999996,0.20535623747764348,0.25
0.5,0.26547,0.2063455774588419,0.25
0.5,0.267965,0.20732202670399918,0.25
0.5,0.27046,0.20828567123346534,0.25
0.5,0.272955,0.20923659563903696,0.25
0.5,0.27545,0.21017488310371063,0.25
0.5,0.277945,0.21110061542101738,0.25
0.5,0.28043999999999997,0.21201387301394525,0.25
0.5,0.282935,0.21291473495346128,0.25
