gamma,candidate_lower,baseline_upper,improvement_certificate
3.94,0.43786764705882353,0.5621323529411765,-0.12426470588235294
3.95,0.43761467889908257,0.5623853211009174,-0.12477064220183487
3.96,0.43736263736263736,0.5626373626373626,-0.12527472527472527
3.97,0.43711151736745885,0.5628884826325411,-0.12577696526508225
3.98,0.4368613138686131,0.5631386861313868,-0.12627737226277375
3.99,0.43661202185792347,0.5633879781420765,-0.12677595628415306
4.0,0.43636363636363634,0.5636363636363637,-0.12727272727272737
4.01,0.4361161524500907,0.5638838475499093,-0.12776769509981856
4.02,0.4358695652173913,0.5641304347826087,-0.12826086956521743
4.03,0.435623869801085,0.564376130198915,-0.12875226039783
4.04,0.4353790613718411,0.5646209386281589,-0.12924187725631775
4.050000000000001,0.43513513513513513,0.5648648648648649,-0.12972972972972974
4.0600000000000005,0.43489208633093523,0.5651079136690649,-0.13021582733812964
4.07,0.43464991023339317,0.5653500897666068,-0.13070017953321367
4.08,0.4344086021505376,0.5655913978494624,-0.13118279569892483
4.09,0.43416815742397136,0.5658318425760287,-0.13166368515205734
4.1,0.43392857142857144,0.5660714285714286,-0.13214285714285712
4.109999999999999,0.43368983957219254,0.5663101604278076,-0.13262032085561504
4.12,0.43345195729537367,0.5665480427046263,-0.13309608540925266
4.13,0.4332149200710479,0.566785079928952,-0.1335701598579041
4.140000000000001,0.43297872340425525,0.5670212765957447,-0.1340425531914895
4.15,0.4327433628318584,0.5672566371681416,-0.13451327433628318
4.16,0.43250883392226147,0.5674911660777385,-0.13498233215547706
4.17,0.43227513227513226,0.5677248677248677,-0.1354497354497355
4.18,0.4320422535211268,0.5679577464788732,-0.1359154929577464
4.1899999999999995,0.43181019332161685,0.5681898066783831,-0.1363796133567663
4.2,0.43157894736842106,0.5684210526315789,-0.13684210526315788
4.21,0.43134851138353764,0.5686514886164624,-0.13730297723292478
4.220000000000001,0.4311188811188811,0.5688811188811189,-0.13776223776223784
4.23,0.4308900523560209,0.569109947643979,-0.13821989528795814
4.24,0.4306620209059233,0.5693379790940767,-0.13867595818815337
4.25,0.4304347826086956,0.5695652173913044,-0.13913043478260878
4.26,0.4302083333333333,0.5697916666666667,-0.1395833333333334
4.27,0.4299826689774697,0.5700173310225304,-0.1400346620450607
4.28,0.429757785467128,0.570242214532872,-0.14048442906574404
4.29,0.42953367875647663,0.5704663212435233,-0.14093264248704662
4.300000000000001,0.4293103448275862,0.5706896551724139,-0.1413793103448277
4.3100000000000005,0.4290877796901893,0.5709122203098107,-0.1418244406196214
4.32,0.4288659793814433,0.5711340206185567,-0.1422680412371134
4.33,0.42864493996569464,0.5713550600343054,-0.14271012006861072
4.34,0.4284246575342466,0.5715753424657535,-0.1431506849315069
4.35,0.42820512820512824,0.5717948717948718,-0.14358974358974352
4.359999999999999,0.4279863481228669,0.572013651877133,-0.14402730375426614
4.37,0.42776831345826233,0.5722316865417376,-0.1444633730834753
4.38,0.4275510204081633,0.5724489795918368,-0.14489795918367354
4.390000000000001,0.42733446519524615,0.5726655348047538,-0.14533106960950765
4.4,0.42711864406779654,0.5728813559322035,-0.14576271186440692
4.41,0.42690355329949237,0.5730964467005076,-0.14619289340101527
4.42,0.4266891891891892,0.5733108108108109,-0.14662162162162173
4.43,0.42647554806070825,0.5735244519392917,-0.14704890387858344
